text,label,clean_text
"93 و الثورة دائماً تصحح مسارها ده طبيعي ، اقرأ مقال "" في ثورة الثورة "" كتبته في ابريل 2011 #مصر",OBJ,الثوره دائما تصحح مسارها ده طبيعي اقرا مقال ثوره الثوره كتبته مصر
شاهد - آخر كلام: كيف يحدد خصم قواعد اللعبة #,OBJ,شاهد اخر كلام يحدد خصم قواعد اللعبه
أموي #سوريا • ضمن سلسلة معارك عواصف الصحراء اليوم تمت السيطرة على معمل اسمنت البادية والمفـْـْرزة الأمنية في …,OBJ,اموي سوريا ضمن سلسله معارك عواصف الصحراء اليوم تمت السيطره علي معمل اسمنت الباديه والمفــرزه الامنيه
(مشروع مميز) المصلى المتنقل شاهد نبذة عنه !! ٥ دقائق #رمضانيات #المصلى_المتنقل,OBJ,مشروع مميز المصلي المتنقل شاهد نبذه عنه دقائق رمضانيات المصلي المتنقل
يوم الجمعة هو أحب الأيام للمصريين الأحرار يلتقون معا فى الشوارع بلا موعد ولا ترتيبات يهتفون للحرية وللشرعية ولخير مصر وسقوط الانقلاب,OBJ,يوم الجمعه احب الايام للمصريين الاحرار يلتقون معا الشوارع بلا موعد ترتيبات يهتفون للحريه وللشرعيه ولخير مصر وسقوط الانقلاب
هيئة مستشارى قضايا الدولة ترفض تعديلات الدستور مؤكدة انه يفتح الباب للفساد وشهد شاهد من اهلها,NEG,هيئه مستشاري قضايا الدوله ترفض تعديلات الدستور مؤكده انه يفتح الباب للفساد وشهد شاهد اهلها
مشاغل #الوقت تاخذنا عن #الطاعه والناس ماتت ولا قضت مشاغلّها يارب لطفك بنا لا قامت الساعه في يومٍ #النفس تبكي من عمايلها,OBJ,مشاغل الوقت تاخذنا الطاعه والناس ماتت قضت مشاغلها يارب لطفك قامت الساعه يوم النفس تبكي عمايلها
عبد المنعم أبو الفتوح فى العاشرة مساء 15 05 2011,OBJ,عبد المنعم ابو الفتوح العاشره
هذه المقالة هي التي دشنت الاتفاق الامريكي الاخواني في مصر، وتصريحات كيري بخصوص سوريا تشابهها,OBJ,المقاله دشنت الاتفاق الامريكي الاخواني مصر وتصريحات كيري بخصوص سوريا تشابهها
#سيناء المهمشة على مدار العصور السابقة واحتمال تكون القادمة,OBJ,سيناء المهمشه علي مدار العصور السابقه واحتمال تكون القادمه
وزارة الأوقاف بمصر تمنع #برهامي من الخطابة #الجمهور |#مصر #الشيخ_العرص #حزب_النور #الانقلاب_العسكر…,NEG,وزاره الاوقاف بمصر تمنع برهامي الخطابه الجمهور مصر الشيخ العرص حزب النور الانقلاب العسكر
""" لقــد اقتربت المسافــات بيــن الكواكب والنجــوم وازدادت المسافات بين الناس على الأرض بعــداً "" #مصطفي_محمود",OBJ,لقــد اقتربت المسافــات بيــن الكواكب والنجــوم وازدادت المسافات الناس علي الارض بعــدا مصطفي محمود
#يحيي_قدري:مخطط #الإخوان ب #سيناء يؤكد أنهم خطر على #الدولة قال #حزب_الحركة_الوطنية المصرية إن التقرير الذي,NEG,يحيي قدري مخطط الاخوان سيناء يؤكد انهم خطر علي الدوله قال حزب الحركه الوطنيه المصريه ان التقرير
الطعم هنا للشعب الغلبان اللي نفسه يخلص من النائب العام يعني بيقوللك قول أيوة على دستور معيوب واحنا نشيله وتلبس انت ابدي!,NEG,الطعم للشعب الغلبان اللي نفسه يخلص النائب العام يعني بيقوللك قول ايوه علي دستور معيوب واحنا نشيله وتلبس انت ابدي
المسابقه عباره عن عمل فيلم تسجيلي عن دور الاطباء فى الصراعات المسلحه ياريت حضرتك تساعدنا فى نشر الاك,OBJ,المسابقه عباره عمل فيلم تسجيلي دور الاطباء الصراعات المسلحه ياريت حضرتك تساعدنا نشر الاك
بتشوفيهم هلى الفيس بوك صح؟ يعتمد على الصفحات اللي متبعاها,OBJ,بتشوفيهم هلي الفيس بوك صح يعتمد علي الصفحات اللي متبعاها
يعتبر الأسواني موقفه من شفيق لحظة فخر في تاريخه يمتد الفخر لأولاده وأحفاده عندما وقف امام صبي مبارك وكشفه امام الشعب فاضطر المشير الى طرده,POS,يعتبر الاسواني موقفه شفيق لحظه فخر تاريخه يمتد الفخر لاولاده واحفاده عندما وقف امام صبي مبارك وكشفه امام الشعب فاضطر المشير الي طرده
حدث ذات ثورة مقال اليوم بمناسبة 23 يوليو و30 يونيو في نفس الوقت مع خالص التحية,OBJ,حدث ثوره مقال اليوم بمناسبه الوقت خالص التحيه
: اللهم لك الحمد اللهم صيبا نافعا اللهم سقيا رحمة اللهم سقيا فرح #مطر --,OBJ,اللهم الحمد اللهم صيبا نافعا اللهم سقيا رحمه اللهم سقيا فرح مطر
#اكتب_رساله_لشخص_دون_ذكر_اسمه ما اخترتك بنظره أخترتك احساس في خافقي لك عرش محدٍ يزيحه,OBJ,اكتب رساله لشخص ذكر اسمه اخترتك بنظره اخترتك احساس خافقي عرش محد يزيحه
"#اللهم ارحم "" #والدي "" رحمة واسعة وبرد على قبره ياأرحم الراحمين #يالله #يارب #وقف_عمر_الشيراوي #أبي #الوالد",OBJ,اللهم ارحم والدي رحمه واسعه وبرد علي قبره ياارحم الراحمين يالله يارب وقف عمر الشيراوي ابي الوالد
اشتري و #تملك شقتك الان في #بورصه #تركيا #ريتويت #ريتويت__للمزيد #ريتويت_للجادين_فقط,OBJ,اشتري تملك شقتك الان بورصه تركيا ريتويت ريتويت للمزيد ريتويت للجادين فقط
فى زمن الانقلاب قتل المسلم الملتحى فى مصر ليس ارهابا هى الحرب على الاسلام واستعطاف الغرب نحو الاقباط,NEG,زمن الانقلاب قتل المسلم الملتحي مصر ارهابا الحرب علي الاسلام واستعطاف الغرب الاقباط
المطالبة بتطبيق الأحكام العرفية واستعادة الأمن في الفقرة الأولى من آخر كلام الليلة ويستضيف: أ محمد مصطفى شردي - أ ضياء رشوان,OBJ,المطالبه بتطبيق الاحكام العرفيه واستعاده الامن الفقره الاولي اخر كلام الليله ويستضيف محمد مصطفي شردي ضياء رشوان
"""صديقي العزيزكخة كدة"" #غزة #نهضةـالإنجغة",NEG,صديقي العزيزكخه كده غزه نهضهـالانجغه
غير صحيح وموقفي الرافض سجل في أكثر من مقال بجريدة الوطن وبتصريحات لصحف أخرى من بينها اليوم السابع لكن حق التظاهر السلمي مكفول دوما,OBJ,صحيح وموقفي الرافض سجل اكثر مقال بجريده الوطن وبتصريحات لصحف اخري بينها اليوم السابع حق التظاهر السلمي مكفول دوما
بكام دى ؟ ب 350 هات 150 و أجبلك زيها #مصريين,OBJ,بكام دي هات اجبلك زيها مصريين
إيه يا ولاد الوسخة فيه إيه؟؟؟!!!! #ثورة_الانترنت #تي_إي_وساخة,NEG,ايه ولاد الوسخه ايه ثوره الانترنت اي وساخه
سيتم إفتتاح مستشفى الحروق قريباًدجابرجاد نصار يشكر #يوسف_الحسيني و #السادة_المحترمون و # …,OBJ,سيتم افتتاح مستشفي الحروق قريبادجابرجاد نصار يشكر يوسف الحسيني الساده المحترمون
#عن يوم #حلو مع ناس بتحبهم عمرك ما هتقدر تنساة ツ,POS,يوم حلو ناس بتحبهم عمرك هتقدر تنساه
تصرفات القادة !! نعم لأردوغان مصر !,POS,تصرفات القاده لاردوغان مصر
اين خالد زين رئيس اللجنة الاوليمبية؟ صراخ وتهديد وشجاعة فى زمن مرسي من خاف سلم والجبن سيد الاخلاق,NEG,اين خالد زين رئيس اللجنه الاوليمبيه صراخ وتهديد وشجاعه زمن مرسي خاف سلم والجبن سيد الاخلاق
1 رئيس فرنسا رئيس لكل الفرنسيين مش فصيل واحد !,OBJ,رئيس فرنسا رئيس لكل الفرنسيين مش فصيل
